id_produk;nama_parfum;brand;harga_teks;size;concentrate;top_notes;middle_notes;base_notes;kategori;waktu;aktivitas;gender;deskripsi_wangi;foto_url;link_toko;harga;;;
42;Blossom;Mykonos;Rp139.000,00;50 ml;Eau De Parfum;Green Notes, Orange, Jasmine;Tuberose, Honeysuckle, Jasmine;Vanilla, Sandalwood;Floral / Fresh;day;Menghadiri acara formal siang hari, kondangan, atau arisan keluarga.;female;Awal spray: Semburan dedaunan hijau segar dipadu keharuman kulit jeruk. Lama-kelamaan: Karakter utamanya berubah menjadi wangi bunga sedap malam (tuberose) dan melati putih. Akhir : Menutup dengan sisa manis vanila dan kehangatan kayu cendana yang kalem.;https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/6f20849fdf7c409d9b7db33c195e8185~tplv-aphluv4xwc-resize-jpeg:700:0.jpeg;https://shopee.co.id/mykonosofficial;139000;;;
43;Ivory;Mykonos;Rp139.000,00;50 ml;Eau De Parfum;Strawberry, Pink, Grapefruit, Raspberry, Cassia;Lily of the valley, Violet, Red Peony, Lily;Vanilla, Cashmere wood, Musk;Fruity / Floral;day;Jalan-jalan sore, kumpul bareng teman, atau kencan kasual.;female;Awal spray: Manis ceria dari buah-buahan merah seperti stroberi dan rasberi segar. Lama-kelamaan: Berubah menjadi aroma kelopak bunga violet dan peony merah yang sangat feminin. Akhir : Ditutup dengan kelembutan manis vanila dan serat kayu cashmere.;https://d1d8o7q9jg8pjk.cloudfront.net/p/lg_64094640b6536.jpg;https://shopee.co.id/mykonosofficial;139000;;;
44;Chai Crema Latte;Mykonos;Rp299.000,00;50 ml;Extrait De Parfum;Cinnamon, Gingerbread, Coffee, Cardamom;Tea Leaves, Caramel, Milk, Hazelnut;Vanilla, Tonka Bean, Musk, Milk;Gourmand / Spicy;day;Menemani aktivitas saat hujan, nongkrong di coffee shop, atau malam hari.;unisex;Awal spray: Aroma kue jahe hangat bertabur kayu manis dan biji kopi yang pekat. Lama-kelamaan: Berubah menjadi wangi teh susu karamel yang creamy bercampur kacang hazelnut. Akhir : Menyisakan sisa manis tonka bean dan susu hangat yang menenangkan.;https://down-id.img.susercontent.com/file/id-11134207-7rbk8-m7ajkt2qhn3b25;https://shopee.co.id/mykonosofficial;299000;;;
45;Luminos;Mykonos;Rp229.000,00;50 ml;Extrait De Parfum;Apple, Banana (Part of The Blue Java Banana Accord);White Florals, Rose, Tuberose, Lily of The Valley, Orange Blossom, Vanilla (Part of The Blue Java Banana Accord);Amber, Edible Notes, Solar Accord, Amberwood, Cashmere, Ice Cream (Part of The Blue Java Banana);Fruity / Creamy;day;Beraktivitas santai, liburan, atau pas lagi ingin tampil beda dan ceria.;unisex;Awal spray: Unik sekali karena langsung tercium aroma buah pisang manis dan apel segar. Lama-kelamaan: Bertransisi menjadi wangi buket bunga putih yang dicampur krim vanila. Akhir : Ditutup dengan sensasi ambar hangat dan manisnya es krim vanila-pisang yang lezat.;https://images.tokopedia.net/img/cache/700/VqbcmM/2025/2/15/f7821533-23fb-4221-9246-408127145fd3.jpg.webp;https://shopee.co.id/mykonosofficial;229000;;;
46;Hawaiian Crush;Mykonos;Rp399.000,00;100 ml;Eau De Parfum;Lychee, Red Fruits, Black Tea;Rose, Lily Of The Valley, Lychee, Black tea;Amber, Patchouli, Musk, Incense;Airy / Fruity;day;Hangout sore hari, kerja/kuliah kasual, atau saat cuaca sedang panas.;unisex;Awal spray: Segar dari manisnya buah kelengkeng (lychee) bercampur pekatnya teh hitam. Lama-kelamaan: Aromanya melembut menjadi perpaduan mawar dan keheningan teh. Akhir : Ditutup dengan sisa kehangatan ambar, patchouli, dan aroma dupa (incense) tipis yang tenang.;https://down-id.img.susercontent.com/file/id-11134207-7rbk5-ma86j3nqcmmdb1;https://shopee.co.id/mykonosofficial;399000;;;
47;Adelina;Mykonos;Rp149.000,00;50 ml;Eau De Parfum;Green Notes, Orange, Jasmine;Honeysuckle, Tuberose, Jasmine;White Musk, Sandalwood;Floral / Fresh;day;Menghadiri pernikahan siang hari, reuni, atau arisan formal.;female;Awal spray: Sangat segar dari aroma tanaman hijau dan buah jeruk mandarin. Lama-kelamaan: Berubah menjadi aroma bunga sedap malam (tuberose) dan madu kembang sepatu yang anggun. Akhir : Menyisakan wangi white musk bersih dan kayu cendana yang tahan lama.;https://d1d8o7q9jg8pjk.cloudfront.net/p/lg_67355e55652c9.jpg;https://shopee.co.id/mykonosofficial;149000;;;
48;Satin Blanc;Mykonos;Rp399.000,00;100 ml;Extrait De Parfum;Bergamot, Black Pepper, Green Apple;Cedar Wood, Jasmine Tea, Floral Bouquet, Aquatic;White Amber, Tonka Bean, Vanilla;Fresh / Airy;day;Kerja kantoran (ruangan AC), kuliah, atau meeting penting di siang hari.;unisex;Awal spray: Segar dan renyah dari jeruk bergamot serta buah apel hijau segar bercampur lada hitam. Lama-kelamaan: Berubah menyejukkan seperti wangi teh melati dipadu sensasi air segar (aquatic). Akhir : Bertahan sebagai aroma manis lembut tonka bean dan vanila yang bersih.;https://medias.watsons.co.id/publishing/WTCID-66776-side-zoom.jpg?version=1769973267;https://shopee.co.id/mykonosofficial;399000;;;
49;Dark Secret;Mykonos;Rp299.000,00;100 ml;Extrait De Parfum;Black Cherry, Saffron, Bergamo;Cinnamon, Nutmeg, Marigold, Jasmine, Praline;Amber, Musk, Tonka Bean, Sandalwood;Gourmand / Spicy;day;Acara malam formal, gala dinner, atau saat memakai pakaian formal elegan.;unisex;Awal spray: Aroma buah ceri hitam (black cherry) yang manis pekat dipadu rempah saffron mewah. Lama-kelamaan: Berubah menjadi aroma kayu manis dan kacang praline manis yang matang. Akhir : Ditutup dengan kehangatan ambar manis, tonka bean, dan kayu cendana.;https://images.tokopedia.net/img/cache/700/o3syd0/1997/1/1/1ad14114425a4299b6ea3da6bb07e8c1~.jpeg.webp;https://shopee.co.id/mykonosofficial;299000;;;
50;Slow Living;Mykonos;Rp149.000,00;50 ml;Eau De Parfum;Italian Lemon, Bergamot, Orange Blossom;Lavender, Hawthorn;Musk, Ambroxan​;Fresh / Airy;day;Aktivitas sehari-hari, santai di rumah, olahraga, atau sehabis mandi pagi.;unisex;Awal spray: Semburan lemon Italia yang sangat segar dipadu bunga jeruk yang bersih. Lama-kelamaan: Aromanya melunak menjadi wangi bunga lavender yang super menenangkan. Akhir : Meninggalkan sisa wangi musk bersih dan ambar modern (ambroxan) yang awet di baju.;https://down-id.img.susercontent.com/file/id-11134207-822wr-mnej4h9mll3791;https://shopee.co.id/mykonosofficial;149000;;;
51;Dolce Cherry;Mykonos;Rp179.000,00;50 ml;Extrait De Parfum;Maraschino Cherry, Vanilla, Pink Pepper, Bergamot, cloves;Vanilla, Cinnamon leaves, Dried Apricot, plum, black cherry;Tonka bean, vetiver, cedar, amberwood, sandalwood;Fruity / Gourmand;night;Date night, jalan-jalan malam, atau saat ingin tampil memikat dengan vibe buah manis.;unisex;Awal spray: Manis pekat dari buah ceri Maraschino bercampur kehangatan cengkeh dan lada pink. Lama-kelamaan: Berubah menjadi aroma buah plum madu dan daun kayu manis yang eksotis. Akhir : Ditutup dengan kehangatan tonka bean, ambar, dan kayu cendana yang berkelas.;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS_V3qWSt3KszIMsDolkgtZONaBVqwM-jhO0GjM8328WJE1h-56vozZDN0U&s=10;https://shopee.co.id/mykonosofficial;179000;;;
52;Alpha;HMNS;Rp320.000,00;100 ml;Eau De Parfum;CITRUS, GRASS;CEDARWOOD;GREEN TEA ESSENCE;Fresh / Airy;day;Sangat pas untuk olahraga, aktivitas outdoor cuaca panas, atau kerja/kuliah harian.;male;Awal spray: Semburan energi yang sangat segar dari jeruk sitrus dan aroma rumput hijau (grass). Lama-kelamaan: Menjadi lebih mantap dengan karakter kayu cedarwood yang bersih. Akhir : Ditutup dengan aroma esens teh hijau (green tea) yang super menenangkan dan segar.;https://madeforhmns.com/cdn/shop/files/Alpha-1_cc059a43-5bfd-4d61-badb-02d63dd51037_530x@2x.png?v=1739624155;https://shopee.co.id/hmnsperfume;320000;;;
53;ORGSM;HMNS;Rp323.000,00;100 ml;Eau De Parfum;RED APPLE;ROSE, JASMINE, PEONY;VANILLA BEANS, AMBER;Fruity / Floral;night;Kencan romantis (date night), pesta formal, atau saat ingin tampil memesona.;female;Awal spray: Segar dan langsung mencuri perhatian lewat aroma buah apel merah (red apple) yang manis-segar. Lama-kelamaan: Menjelma menjadi buket bunga mawar, melati, dan peony yang sangat feminin dan mewah. Akhir : Menyisakan jejak manis kacang vanila pekat dan ambar hangat yang adiktif.;https://images.soco.id/c2c2268b-b86b-4436-b883-ae230ac2ddb7-.jpg;https://shopee.co.id/hmnsperfume;323000;;;
54;Darker Shade of ORGSM;HMNS;Rp380.000,00;100 ml;Eau De Parfum;ORANGE BLOSSOM, APPLE, PEPPER;CYPRIOL, CARAMEL, PATCHOULI;VANILLA BEANS, CEDARWOOD, AMBER, VETIVER;Gourmand / Woody;night;Acara formal malam hari, menghadiri undangan semi-formal, atau night hangout.;female;Awal spray: Versi lebih misterius, diawali kesegaran bunga jeruk, apel merah, dan semburat lada pedas. Lama-kelamaan: Berubah menjadi manisnya karamel pekat yang dipadu kehangatan patchouli maskulin. Akhir : Ditutup kehangatan kayu cedar, akar wangi (vetiver), dan vanila liar yang tahan sean.;https://down-id.img.susercontent.com/file/id-11134207-7ra0s-mdc0p9qsxnqcb2;https://shopee.co.id/hmnsperfume;380000;;;
55;Farhampton;HMNS;Rp369.000,00;100 ml;Extrait De Parfum;BERGAMOT, RIPE FRUIT;LAVENDER, ORANGE BLOSSOM FLOWER;LABDANUM, CEDAR WOOD, TONKA BEAN;Fresh / Spicy;versatile;Kerja kantoran, meeting bisnis, interview kerja, atau kencan formal pria.;male;Awal spray: Aroma buah matang berair yang dipadu segarnya jeruk bergamot premium. Lama-kelamaan: Menjadi sangat tenang dan rapi berkat keharuman lavender dan bunga jeruk yang maskulin. Akhir : Menyisakan aroma kayu cedar hangat dan tonka bean manis yang sangat berwibawa.;https://madeforhmns.com/cdn/shop/files/Farhampton-1_41adab17-d977-452e-aada-9558448bf258.png?v=1770277998;https://shopee.co.id/hmnsperfume;369000;;;
56;Essence Of The Sun (EOS);HMNS;Rp369.000,00;100 ml;Eau De Parfum;Bergamot, Coriander Seeds, Pink Pepper;Tropical Flower, Jasmine, Rose, Solar Accord;Vanilla, Tonka Bean, Ambrette, Cedar Wood;Floral / Fresh;day;Liburan santai, jalan-jalan siang, atau saat ingin membangkitkan suasana hati ceria.;female;Awal spray: Segar pedas tipis dari ketumbar, lada pink, dan jeruk bergamot. Lama-kelamaan: Aromanya berubah seperti pancaran sinar mata hangat (solar accord) berpadu melati dan mawar. Akhir : Ditutup dengan kehangatan manis tonka bean, vanila, dan kayu cedar.;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQPPkAWu4soY2J44sE-iNn8bJDEnE4HRTkdb0e7PFEFiQ&s=10;https://shopee.co.id/hmnsperfume;369000;;;
57;Essence of The Night;HMNS;Rp398.000,00;100 ml;Eau De Parfum;Bergamot, Tuberose;Ylang ylang, violet leaves, jasmine absolute;amberwood, musk;Floral / Powdery;night;Acara pesta malam hari, makan malam formal, atau kegiatan setelah matahari terbenam.;female;Awal spray: Keharuman jeruk bergamot berpadu mewahnya bunga sedap malam (tuberose). Lama-kelamaan: Berubah menjadi sangat eksotis dengan melati absolut dan daun bunga violet yang misterius. Akhir : Ditutup dengan sisa kehangatan kayu ambar (amberwood) dan musk yang seksi.;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRfL_ovtC35okeG-1Q8Ua03iyvGtIxNLkR_ymSxJdUEXg&s=10;https://shopee.co.id/hmnsperfume;398000;;;
58;Unrosed;HMNS;Rp374.000,00;100 ml;Eau De Parfum;FLORAL;EARTHY;NOTES MUSKY;Fresh / Earthy;versatile;Dipakai harian, nongkrong santai di kedai kopi, atau saat ingin wangi yang unik/bersih.;female;Awal spray: Kesegaran bunga mawar yang tidak biasa karena terasa sangat alami dan segar. Lama-kelamaan: Berubah menjadi aroma tanah basah (earthy) setelah hujan yang menyejukkan. Akhir : Meninggalkan sisa wangi musk yang bersih, kasual, dan sangat modern.;https://medias.watsons.co.id/publishing/WTCID-42590-side-zoom.jpg?version=1728595598;https://shopee.co.id/hmnsperfume;374000;;;
59;The Perfection;HMNS;Rp398.000,00;100 ml;Eau De Parfum;BERGAMOT, ELEMI, CLOVE, NUTMED;LAVENDER, TAGETES, LILY OF THE VALLEY, GREEN PEAR;DRIFTWOOD, SANDALWOOD, LEATHER, WHITE MUSK;Fresh / Spicy;versatile;Kerja kantoran profesional, presentasi penting, atau saat memakai setelan jas/kemeja rapi.;male;Awal spray: Semburan segar jeruk bergamot, cengkeh, pala, dan getah elemi yang kaya rempah maskulin. Lama-kelamaan: Berubah menenangkan seperti paduan lavender dan segarnya buah pir hijau. Akhir : Ditutup dengan aroma kulit (leather), kayu cendana, dan white musk yang sangat rapi.;https://images.soco.id/b2b2031f-223a-41fd-81b8-94a5178caa21-.jpg;https://shopee.co.id/hmnsperfume;398000;;;
60;The Prestige;HMNS;Rp415.000,00;100 ml;Eau De Parfum;GRAPEFRUIT, TOBACCO LEAVES, PINK PEPPER JUNGLE ESSENCE;PATCHOULI, GERANIUM, ORRIS;TOLU, VETIVER, LABDANUM;Spicy / Woody;night;Menghadiri gala formal, pertemuan bisnis krusial, atau acara formal malam hari.;male;Awal spray: Maskulin berkelas dari kesegaran jeruk grapefruit, daun tembakau (tobacco), dan lada pink. Lama-kelamaan: Berubah menapak bumi berkat patchouli dan keanggunan akar orris. Akhir : Menyisakan aroma kayu getah tolu dan akar wangi (vetiver) yang sangat berwibawa.;https://madeforhmns.com/cdn/shop/files/Prestige-1_69e5b189-f576-4f78-b865-08f7ca0fe872_530x@2x.png?v=1739516997;https://shopee.co.id/hmnsperfume;415000;;;
61;Untitled Humans;HMNS;Rp395.000,00;100 ml;Eau De Parfum;CORIANDER, VIOLET LEAVES, AMBRETTE;FIGOLIDE, VELVET NOTE, ROSE ABSOLUTE;SANDALWOOD, CYPRIOL, VANILLA JUNGLE ESSENCE;Woody / Fresh;versatile;Kumpul komunitas kreatif, pameran seni, nongkrong santai, atau kerja di industri kreatif.;unisex;Awal spray: Segar bersahaja dari ketumbar, daun violet, dan ambrette yang halus. Lama-kelamaan: Berubah menjadi wangi buah ara (figolide) dipadu kemewahan mawar murni. Akhir : Ditutup kehangatan kayu cendana, cypriol, dan esens vanila hutan yang sangat estetik.;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSuaJMboHBJgxI7OB8Sj13Q4DtY5W3iko28Vz05SaJoVA&s=10;https://shopee.co.id/hmnsperfume;395000;;;
62;Unpatched;HMNS;Rp398.000,00;100 ml;Eau De Parfum;JASMINE SAMBAC, VANILLA MADAGASCAR, COKELAT;KARAMEL, AKIGALAWOOD, MAWAR;TONKA BEAN BRAZIL, AMBER, MUSK;Gourmand / Dark;night;Acara malam formal, pesta, gala dinner, atau kencan romantis malam hari.;unisex;Awal spray: Perpaduan manis mewah dari melati, vanila Madagaskar, dan pekatnya cokelat hitam. Lama-kelamaan: Berubah makin anggun dengan lelehan karamel cair dan kelopak bunga mawar. Akhir : Meninggalkan sisa wangi ambar hangat, tonka bean, dan musk yang intim.;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQCk4W-MsvpiEUhoZeEfsOUnf-q-hrFr1ETB6b-VFGTQg&s=10;https://shopee.co.id/hmnsperfume;398000;;;
63;Ambar Janma;HMNS;Rp500.000,00;100 ml;Eau De Parfum;BERGAMOT, ELEMI, CLOVE, NUTMED;LAVENDER, TAGETES, LILY OF THE VALLEY, GREEN PEAR;DRIFTWOOD, SANDALWOOD, LEATHER, WHITE MUSK;Fresh / Spicy;versatile;Kerja kantoran kemeja rapi, meeting formal, atau menghadiri acara formal.;unisex;Awal spray: Semburan rempah segar dari cengkeh, pala, kapulaga, dan jeruk bergamot yang maskulin. Lama-kelamaan: Melembut menjadi wangi bunga lavender dan segarnya buah pir hijau. Akhir : Menutup dengan aroma kulit (leather), kayu cendana, dan kayu apung yang gagah.;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQI5gnsQoyZ2SgOc68pm5xD1I0BRfczyWKkIVLEB7rLaQ&s=10;https://shopee.co.id/hmnsperfume;500000;;;
64;Addict;HMNS;Rp249.000,00;50 ml;Eau De Parfum;BERRIES;RED ROSE, COFFEE;PATCHOULI, AMBER, TONKA BEANS;Gourmand / Fruity;night;Date night, hangout malam, atau saat ingin tampil percaya diri dan manis.;male;Awal spray: Sensasi segar manis yang genit dari buah beri merah liar. Lama-kelamaan: Aromanya bertransisi menjadi wangi mawar merah yang dipadu pekatnya kopi hitam maskulin. Akhir : Ditutup kehangatan patchouli, ambar, dan tonka bean manis yang memikat.;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSnwhb7bQWavwpDUWfA1mxDosGG59PPFFQ56x0hwmYhnSEdT_WJGaB2y6Ou&s=10;https://shopee.co.id/hmnsperfume;249000;;;
65;FWB;ONIX;Rp203.150,00;50 ml;Eau De Parfum;Bergamot, Lemon, Orange, Apple, Green tea;Freesia, White Floral, Amber, Peach, Coconut;Amber, Vetiver, Musk, Vanilla, Cedarwood, Caramel;Fresh / Fruity;versatile;Dipakai sehari-hari, kuliah, hangout kasual siang hari, atau sehabis olahraga.;male;Awal spray: Sangat segar dari jeruk lemon, apel, dan tenangnya teh hijau. Lama-kelamaan: Berubah manis segar berkat aroma buah persik (peach) dan krim kelapa. Akhir : Menyisakan wangi manis karamel, vanila lembut, dan musk bersih di kulit.;https://studio.femaledaily.com/_next/image?url=https%3A%2F%2Fmagento.femaledaily.com%2Fmedia%2Fcatalog%2Fproduct%2Ff%2Fw%2Ffwb.png&w=1200&q=80;https://shopee.co.id/onix.id;203150;;;
66;GALA;ONIX;Rp278.800,00;50 ml;Extrait De Parfum;Cassis, Peach, & Opoponax;Jasmine, Magnolia, Rose, Oudh, & Myyrh;Patchoulli, Amber, Cedarwood, Guaiac Wood, Musk & Vanilla;Oriental / Floral;versatile;Menghadiri pesta pernikahan malam hari, acara formal, atau pesta karpet merah.;unisex;Awal spray: Manis pekat buah persik dipadu keunikan getah opoponax yang eksotis. Lama-kelamaan: Menjelma menjadi buket bunga melati dan mawar yang dibalut kemewahan kayu oud. Akhir : Ditutup aroma kayu manis vanila, ambar, dan patchouli yang sangat berkelas.;https://s3.ap-southeast-1.amazonaws.com/assets.femaledaily.com/remastering-data/production/product/product-1750232398028-04df1d4f-9bec-4675-9a50-d37d1d2edbc8.png;https://shopee.co.id/onix.id;278800;;;
67;OSCAR;ONIX;Rp278.800,00;50 ml;Extrait De Parfum;Floral;Amber & Lactone;Musk & Moss Amber;Floral / Powdery;versatile;Kerja kantoran harian, santai siang hari, atau saat memakai kemeja putih kasual.;unisex;Awal spray: Semburan keharuman buket bunga segar yang bersih dan minimalis. Lama-kelamaan: Berubah menjadi aroma yang creamy lembut berkat sensasi laktanik dan ambar. Akhir : Menyisakan aroma bedak musk dan lumut ambar (moss) yang rapi dan halus.;https://d2kchovjbwl1tk.cloudfront.net/vendor/9962/product/1_1740726799398.png;https://shopee.co.id/onix.id;278800;;;
68;SENOPARTY;ONIX;Rp203.150,00;50 ml;Eau De Parfum;Saffron, fir, bergamot, nagarmotha;Oud, white floral, tageta;Amber, musk, caramel cedar, moss;Spicy / Amber;night;Clubbing, nongkrong malam bareng teman, konser musik, atau pesta malam hari.;unisex;Awal spray: Unik dan energik dari rempah saffron, kayu cemara (fir), dan jeruk bergamot. Lama-kelamaan: Muncul aroma kayu oud berpadu kelopak bunga putih yang eksotis. Akhir : Bertahan lama sebagai sisa manis karamel gurih, kayu cedar, dan ambar yang seksi.;https://s3.ap-southeast-1.amazonaws.com/assets.femaledaily.com/remastering-data/production/product/product-1703753315293-Onix-Senoparty;https://shopee.co.id/onix.id;203150;;;
69;SCORPIO;ONIX;Rp122.320,00;30 ml;Eau De Parfum;Pink Pepper, Orange Blossom;Jasmine, Coffee;Vanilla, Patchouli, Cedarwood;Gourmand / Spicy;night;Jalan-jalan malam, kencan romantis, atau saat cuaca dingin/hujan.;unisex;Awal spray: Semburan segar lada pink hangat berpadu manisnya kelopak bunga jeruk. Lama-kelamaan: Berubah menjadi aroma kopi hitam pekat berpadu melati malam yang anggun. Akhir : Meninggalkan sisa wangi manis vanila, kayu cedar, dan patchouli yang tahan sean.;https://images.soco.id/f60ff029-55a2-4997-89c4-d9f2c71fae0a-image-0-1715674912132;https://shopee.co.id/onix.id;122320;;;
70;Call Me Bento;ONIX;Rp122.320,00;30 ml;Eau De Parfum;Marigold, Bergamot, Lemon, Prune, Tagete;Jasmine sambac, Ylang, Rose, Coconut, Clove, Orange flower;Amber Benzoin, Musk, Vanilla, Cabrueva, Cedar;Floral / Fruity;night;Hangout kasual sore hari, kumpul bareng teman, atau jalan-zag santai ke mall.;unisex;Awal spray: Segar asam-manis dari buah prune, jeruk lemon, dan bunga marigold. Lama-kelamaan: Berubah menjadi wangi melati, kelapa muda creamy, dan cengkeh hangat. Akhir : Ditutup dengan manisnya vanilla, benzoin, dan kehangatan kayu cedar yang nyaman.;https://s3.ap-southeast-1.amazonaws.com/assets.femaledaily.com/remastering-data/production/product/product-1703777364159-Onix-Eau-de-parfum;https://shopee.co.id/onix.id;122320;;;
